,mission_id,geometry
1242,ap065892,POINT (89.0987 43.0308)
1243,ap066630,POINT (104.529397 30.677339)
1244,ap067706,POINT (117.8336 26.4263)
1245,ap067137,POINT (113.911774 30.95359)
1246,ap068009,POINT (120.240997 30.3353)
1247,ap065629,POINT (82.872917 41.677856)
1248,ap068060,POINT (120.434998 41.538101)
1249,ap066942,POINT (110.906296 32.592889)
1250,ap068205,POINT (120.878998 40.749199)
1251,ap067064,POINT (113.265999 23.1842)
1252,ap067537,POINT (116.43959 36.29659)
1253,ap066377,POINT (100.735001 25.445299)
1254,ap066231,POINT (97.81748 24.06732)
1255,ap065842,POINT (87.531177 43.466593)
1256,ip001877,POINT (116.945038 23.558639)
1257,ap068622,POINT (121.762195 39.289671)
1258,ap068733,POINT (122.853996 41.105301)
1259,ap067006,POINT (112.140112 32.389746)
1260,ap066932,POINT (110.49731 25.61666)
1261,sp003325,POINT (119.433333 32.216667)
1262,ap067121,POINT (113.849165 34.526497)
1263,ap065564,POINT (81.330299 43.955799)
1264,ap066901,POINT (109.997002 40.560001)
1265,ap067321,POINT (114.737 26.856899)
1266,ap068975,POINT (125.25333 43.73361)
1267,ap067850,POINT (119.17899 34.41406)
1268,ap065909,POINT (89.512006 46.804169)
1269,ap066718,POINT (106.33268 27.81638)
1270,ap067886,POINT (119.4504 24.99154)
1271,ap065702,POINT (84.720739 44.885235)
1272,ap066801,POINT (107.693664 29.465658)
1273,ip002044,POINT (122.039277 29.951866)
1274,ap066959,POINT (111.4404 30.671)
1275,ap067219,POINT (114.17433 22.30628)
1276,ap067723,POINT (117.9643 28.3797)
1277,ip001829,POINT (114.037442 22.252311)
1278,ap067638,POINT (117.29833 31.77999)
1279,ap067550,POINT (116.584999 40.080101)
1280,sp003224,POINT (109.45 18.316667)
1281,ap066930,POINT (110.473006 18.939119)
1282,ap067215,POINT (114.163195 22.558047)
1283,ap067597,POINT (116.97377 34.56423)
1284,ap066699,POINT (105.873333 26.260556)
1285,ap066889,POINT (109.704666 27.443087)
1286,ap067528,POINT (116.321388 40.149166)
1287,ap066557,POINT (103.642833 24.988192)
1288,ap066776,POINT (107.12865 34.38946)
1289,ip001847,POINT (114.324018 22.332678)
1290,ap066649,POINT (104.960804 25.083423)
1291,ap067217,POINT (114.1731 22.24053)
1292,sp003308,POINT (118.066667 24.45)
1293,ap067726,POINT (118.000999 27.7019)
